id,name,position,label,dataType,formatOptions,createdAt,updatedAt,_changes,fieldId,typeMapping,_altid,datasetId,tenant,script
1d804978-57d8-4409-9d59-6f9729ab1041,benefitEmailOptOutDate,17,Benefit Email Opt Out Date,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
f74042e5-8b65-4c06-8a07-8269874ab0fd,benefitGroup,18,Benefit Group,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
dc5da080-7413-4e1a-9eb0-6450bd9e6df7,benefitGroup2,19,Benefit Group 2,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
0a7fc89e-b0c6-4475-958f-90d609743aa6,benefitSalary,20,Benefit Salary,double,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""double""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
40fad8d2-2f12-4857-b655-d0e1dfe3617e,benefitsPerHour,21,Benefits Per Hour,integer,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""integer""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
0d501329-bb25-4eb0-95b3-ab3b9c6d224c,blind,23,Blind,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
1921a80f-f157-4241-84e4-bd12b3f57081,bonusAccrued,24,Bonus Accrued,integer,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""integer""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
b4f9685e-d76a-47e9-83ff-7cd2529ca712,businessOwner,25,Business Owner,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
145d358c-91e3-4c21-9894-826b2b1edc90,candidateId,26,Candidate Id,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
543722e5-8291-40e7-937d-bb16d4c09af5,childSupportInArrears,27,Child Support In Arrears,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
ce3f153f-ac0c-4379-be3d-c6aab7e19ff7,citizen,28,Citizen,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
2f44bc33-57e1-4d5e-af7d-50993b408b73,city,29,City,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
6532b9c5-6166-4d2e-97de-9d9943e1f1ca,cityMailing,30,City Mailing,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
eb95840f-d8a6-4809-ad8d-9eb2df29d72d,client1099ContractorsAllowed,31,Client 1099 Contractors Allowed,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
01be1259-d1ea-40a7-b287-01e169b12589,clientAddress1,32,Client Address 1,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
306586d8-af29-432f-b130-fcfda0ebbd30,clientAddress2,33,Client Address 2,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
b01b222f-96e4-4908-9fd6-46a3d3c84d64,clientAddressCity,34,Client Address City,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
a840891b-23d1-4e0c-b65c-89f83244aed9,clientBusinessDescription,35,Client Business Description,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
479339ae-3655-4bf1-b3f8-ed59347e9552,clientCategory,36,Client Category,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
0ed13379-6b3b-412a-a073-be5716dd6eda,clientContractDate,37,Client Contract Date,date,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""date""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
b29e942a-da96-40c4-bf67-bade4566b290,clientControlGroup,38,Client Control Group,integer,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""integer""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
1d9ed997-4ca9-47db-8b61-fa9336a11cdf,clientConversionDate,39,Client Conversion Date,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
273faaaf-885f-4c38-a809-2e45a67829ce,clientCorporationType,40,Client Corporation Type,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
616fe76d-843e-47c4-a500-5beb829d1a4b,clientCostCenter,41,Client Cost Center,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
a2ad7f5a-74c8-4e2e-8e6a-fac2c787e388,clientDoNotService,42,Client Do Not Service,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
7ebd7d76-ede9-4c7c-890c-a8fee8a93f4c,clientEmployerId,43,Client Employer Id,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
57c13d90-e3f4-4b31-984a-9912c0314d31,clientEsacNotice,44,Client Esac Notice,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
b9861fd5-553b-4fd4-9c9e-41a949c4d181,clientFedEntityAddress,45,Client Fed Entity Address,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
6fca0a5a-379e-4364-a179-ee3595e8c8f9,clientFedEntityCity,46,Client Fed Entity City,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
28c9bf33-cbc2-4b72-bde4-d2c031bfa8fc,clientFedEntityEin,47,Client Fed Entity Ein,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
6e75a6b3-9b94-4c50-a9f1-70aff66c974d,clientFedEntityName,48,Client Fed Entity Name,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
8e71c8e7-bb17-4e2c-ad18-c2e9d32fbd8b,clientFedEntityState,49,Client Fed Entity State,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
29844ece-e220-429a-b7d4-10f20723aeba,clientFedEntityZip,50,Client Fed Entity Zip,integer,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""integer""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
c058c604-173e-4758-9fc5-7341b6812d24,clientFederalTaxId,52,Client Federal Tax Id,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
60755f6c-f759-4c6e-bba8-8e1ed1b5b444,clientFirstPayrollDate,53,Client First Payroll Date,date,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""date""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
82ba7cf5-7c9c-4de2-9bd3-736b44a43eb4,clientGlTemplate,54,Client Gl Template,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
ba9646f3-cb0d-4f0f-b202-f922b9f8dac9,clientGroup,55,Client Group,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
4788dc4f-92a7-44d2-8495-ff52e0a9e6fc,clientHabid,56,Client Habid,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
fcdd58f0-483f-4305-9a32-4605bef4148e,clientHrRep,57,Client Hr Rep,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
0dcef210-e73d-4a0b-8382-90e8a91a3731,clientHsaPlan,58,Client Hsa Plan,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
04f7bf85-5426-4754-b21f-2317795e72a7,clientId,59,Client Id,integer,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""integer""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
fd1120d2-9632-4333-8c5a-a6575dc93a5e,clientIndianaRegistrationId,60,Client Indiana Registration Id,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
b1ee9e6b-1bdf-4905-b8d9-222ac500b179,clientLegalName,61,Client Legal Name,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
ca95047f-d34b-448d-a630-90378ce9d3de,clientNaicsCode,62,Client Naics Code,integer,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""integer""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
6938e13b-3f08-4902-96ed-ab4dfa6f0467,clientName,63,Client Name,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
82801613-015e-42ad-ac01-5bf4e88b8457,clientPayrollRep,64,Client Payroll Rep,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
b9320c40-8bbd-469f-b7b1-7951642a37f4,clientPhoneNumber,65,Client Phone Number,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
170905cf-6978-4738-b2e7-f46be2c45d75,clientPhoneNumberExt,66,Client Phone Number Ext,integer,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""integer""}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
ba55e621-f594-4bd8-88dc-fb84babd1022,clientRailroadEmployer,67,Client Railroad Employer,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
be0a63cc-3a60-4b36-a46a-3279ddeeb826,clientRiskManager,68,Client Risk Manager,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
f96c8d9b-65ac-4432-b4ff-7e295a23fb9b,clientSalesperson,69,Client Salesperson,keyword_text,,2020-07-03 14:11:56.608+00,2020-07-03 14:15:56.048+00,,,"{""type"": ""keyword"", ""fields"": {""text"": {""type"": ""text"", ""fielddata"": true}}}",,d645c3e8-64b3-445d-a6e1-44be7a57a7f2,manager,
